NTA Experiment Summary File,
Created with NTA 3.3 - Sample Assistant Dev Build 3.3.203,
,
[Experiment Details],,
Software Version,NTA 3.3 - Sample Assistant Dev Build 3.3.203,
Experiment Name,Milieu diff MPC28 NS 2 (D6) d200 2021-05-07 11-07-28.nano,
Operator Name,MG,
Time Captured,11:07:28  07/05/2021,
Sample Description,d200,
Pre-treatment,,
Diluent,PBS,
Remarks,,
,,
,,,,,
Filename:,Milieu diff MPC28 NS 2 (D6) d200 2021-05-07 11-07-57,Milieu diff MPC28 NS 2 (D6) d200 2021-05-07 11-09-13,Milieu diff MPC28 NS 2 (D6) d200 2021-05-07 11-10-35,Milieu diff MPC28 NS 2 (D6) d200 2021-05-07 11-18-19,Milieu diff MPC28 NS 2 (D6) d200 2021-05-07 11-20-54,
,,,,,,
[Conditions],,,,,,
Temperature/C,22.000,22.000,22.000,22.000,22.000,
Viscosity/cP,0.952941,0.952941,0.952941,0.952941,0.952941,
Camera Type,sCMOS,sCMOS,sCMOS,sCMOS,sCMOS,
Laser Type,Unknown,Unknown,Unknown,Unknown,Unknown,
Camera Level,16,16,16,16,16,
Slider Shutter,1300,1300,1300,1300,1300,
Slider Gain,512,512,512,512,512,
Shutter/ms,32.500000,32.500000,32.500000,32.500000,32.500000,
Camera Histogram Upper Limit,2470,2470,2470,2470,2470,
Camera Histogram Lower Limit,0,0,0,0,0,
Frame rate/fps,24.982500,24.982500,24.982500,24.982500,24.982500,
Syringe Pump Speed/AU,50,50,50,50,50,
,,,,,,
[Settings],,,,,,
Detection Threshold,5,5,5,5,5,
Max Jump Mode,Auto,Auto,Auto,Auto,Auto,
Max Jump Distance,17.4211,18.8897,16.3149,21.1750,15.0451,
Blur,Auto,Auto,Auto,Auto,Auto,
Min Track Length,Auto,Auto,Auto,Auto,Auto,
First frame,0,0,0,0,0,
Total frames analysed,1498,1498,1498,1498,1498,
,,,,,,
[Exclusion Regions]
No Exclusion Regions Used,,,,,,

[Results],,,,,,Average,Standard Error,
116.5,1020280763234,342668832973,917542934495,551550860257,1162329500983,798874578388,152396696468,
117.5,1027632940370,263808395205,921000654148,640139497394,1165716172327,803659531889,160186779889,
118.5,1034624487766,202385977961,923888859532,738363573793,1166346754781,813121930767,168030903044,
119.5,1041123744636,155314812537,926198917358,845393428793,1164349225134,826476025691,176208944077,
120.5,1046983165189,119682597391,927923584799,959838110881,1159878223737,842861136399,185212319821,
121.5,1052045601672,92946761021,929057608505,1079738756394,1153112829109,861380311340,195475300639,
122.5,1056150919770,73004659642,929598376104,1202615203957,1144253752712,881124582437,207199772807,
123.5,1059142694353,58185228280,929546572474,1325568856475,1133519984585,901192667234,220282186016,
124.5,1060874722821,47199501910,928906792880,1445436662395,1121144968762,920712529754,234333754942,
125.5,1061217092980,39075744756,927688068306,1558982786278,1107372428419,938867224148,248762586071,
126.5,1060061555635,33094538427,925904264478,1663107843067,1092451990308,954924038383,262878670738,
127.5,1057325980491,28731534623,923574324601,1755052020811,1076634773856,968263726877,275991854162,
128.5,1052957717314,25610696859,920722335870,1832568878409,1060169111683,978405748027,287487711271,
129.5,1046935740300,23468145914,917377410665,1894051007756,1043296556163,985025772160,296877464350,
130.5,1039271518438,22125480551,913573384140,1938596112400,1026248303320,987962959770,303823762388,
131.5,1030008623135,21471079450,909348339937,1966010778511,1009242134076,987216191022,308146247881,
132.5,1019221151065,21447990828,904743984427,1976757536856,992479937258,982930120087,309811404644,
133.5,1007011099625,22047330771,899804896640,1971857264999,976145842418,975373286891,308911219194,
134.5,993504880081,23306502615,894577685727,1952762689336,960404956515,964911342855,305634968477,
135.5,978849186277,25311953211,889110090210,1921219552114,945402669377,951978690238,300237973807,
136.5,963206453108,28206571527,883450053528,1879130346286,931264470027,937051578895,293010438635,
137.5,946750138914,32202199165,877644808775,1828432199401,918096200283,920625109308,284248588288,
138.5,929660051135,37598045780,871740002258,1770996423058,905984663426,903195837131,274229374343,
139.5,912117907711,44806050200,865778881167,1708553242956,894998503573,885250917121,263189124478,
140.5,894303291308,54384330635,859801565494,1642641853728,885189274653,867264063164,251305819630,
141.5,876390113165,67079703620,853844418965,1574583494378,876592625362,849698071098,238684243338,
142.5,858543661863,83879634863,847939528403,1505473765632,869229536798,833013225512,225343130976,
143.5,840918272725,106072658319,842114295971,1436189792277,863107561490,817680516156,211203703490,
144.5,823655618181,135313950295,836391144398,1367407865451,858222025113,804198120688,196079679879,
145.5,806883590160,173689063315,830787331692,1299627653798,854557164465,793108960686,179670180823,
146.5,790715722970,223763623393,825314868996,1233199744316,852087186642,785016229263,161559266011,
147.5,775251089623,288600214038,819980533291,1168354006249,850777244218,780592617484,141230528096,
148.5,760574595575,371716455468,814785965327,1105226960144,850584329477,780577661198,118117720340,
149.5,746757590610,476952090092,809727842614,1043886922374,851458097071,785756508552,91761571094,
150.5,733858721141,608210463919,804798117202,984356162776,853341628988,796913018805,62436285011,
151.5,721924950251,769044901698,799984308334,926629664130,856172158319,814751196547,35465705943,
152.5,710992680310,962077186902,795269840730,870690325419,859881769332,839782360539,41763296826,
153.5,701088921967,1188266655640,790634420074,816520629939,864398090734,872181743671,83364001834,
154.5,692232462826,1446094083368,786054438218,764110927503,869644997165,911627381816,136579825491,
155.5,684434998534,1730778916797,781503401565,713464576245,875543330952,957145044819,196184751514,
156.5,677702197787,2033698972666,776952376994,664600266749,882011652383,1006993093316,259646817427,
157.5,672034680697,2342209998928,772370450458,617551916116,888967022405,1058626813721,324215475129,
158.5,667428896660,2640048192998,767725194115,572366573389,896325817025,1108778934837,386572606378,
159.5,663877893558,2908427305030,762983138342,529100817708,904004568144,1153678744556,442951759332,
160.5,661371974511,3127813242920,758110245376,487816151959,911920821246,1189406487202,489463223273,
161.5,659899241861,3280193956641,753072381568,448573892859,919993996643,1212346693915,522539107362,
162.5,659446030508,3351502107954,747835785324,411430030183,928146238025,1219672038399,539417487259,
163.5,659997234438,3333744581812,742367527763,376430473153,936303230062,1209768609446,538573209055,
164.5,661536531311,3226391124138,736635963004,343607023954,944394965824,1182513121646,520005963150,
165.5,664046510577,3036692590951,730611164755,312974323237,952356444917,1139336206887,485322217592,
166.5,667508710770,2778816969006,724265345600,284527908749,960128284445,1083049443714,437594211732,
167.5,671903571662,2471951495823,717573255076,258243425392,967657227036,1017465794998,381036542838,
168.5,677210306788,2137746442219,710512552329,234076932004,974896533227,946888553314,320595331880,
169.5,683406701728,1797603748656,703064148870,211966174273,981806249064,875569404518,261580524282,
170.5,690468843401,1470308421932,695212516747,191832639231,988353343857,807235153034,209448520534,
171.5,698370785637,1170373517687,686945957381,173584176505,994511717216,744757230885,169596437275,
172.5,707084156447,907269197231,678256826311,157117963974,1000262078648,689998044522,146263716680,
173.5,716577712785,685497841621,669141709337,142323607542,1005591706836,643826515624,139651229053,
174.5,726816849185,505317621371,659601545870,129086191565,1010494099169,606263261432,144683912122,
175.5,737763067488,363837729975,649641695907,117289132769,1014968524854,576700030199,154872494898,
176.5,749373415980,256210694918,639271947760,106816731093,1019019497105,554138457371,165881954985,
177.5,761599907591,176708398305,628506464634,97556351136,1022656181262,537405460586,175727120096,
178.5,774388928407,119556274137,617363669236,89400204506,1025891756352,525320166527,183813726464,
179.5,787680649479,79485086008,605866066830,82246734011,1028742747616,516804256789,190194024913,
180.5,801408456902,52022935398,594040008524,76001624306,1031228346825,510940274391,195160672594,
181.5,815498417118,33585309143,581915397920,70578480119,1033369736130,506989468086,199051990860,
182.5,829868796466,21431182315,569525345695,65899223177,1035189429605,504382795452,202169542137,
183.5,844429655940,13546449002,556905777986,61894263447,1036710644841,502697358243,204751762717,
184.5,859082543880,8500923192,544095005671,58502500474,1037956714959,501627537635,206973453637,
185.5,873720310711,5308599143,531133262709,55671207829,1038950549364,500956785951,208955369132,
186.5,888227070781,3306788109,518062222499,53355848944,1039714149552,500533215977,210776135795,
187.5,902478336618,2059709899,504924501801,51519866990,1040268184366,500250119935,212483107871,
188.5,916341350372,1286039607,491763162058,50134485611,1040631627334,500031332996,214101040682,
189.5,929675635708,806927060,478621217896,49178551752,1040821457192,499820757921,215638539510,
190.5,942333790762,510069425,465541162284,48638446857,1040852421302,499575178126,217092661738,
191.5,954162538904,325623379,452564517211,48508088416,1040736860582,499259525698,218452143103,
192.5,965004048856,210452592,439731417819,48789040210,1040484593636,498843910622,219699670303,
193.5,974697529132,138033178,427080236879,49490746464,1040102857038,498301880538,220813528520,
194.5,983081093950,92089525,414647255148,50630902154,1039596298186,497609527793,221768858575,
195.5,989993888614,62632891,402466381784,52235968585,1038967016728,496745177721,222538681155,
196.5,995278452365,43519229,390568927491,54341839490,1038214650281,495689477771,223094788203,
197.5,998783285816,30953725,378983431607,56994657742,1037336499977,494425765773,223408561867,
198.5,1000365579016,22578875,367735542912,60251775494,1036327691233,492940633506,223451755528,
199.5,999894045141,16919419,356847952620,64182840381,1035181365096,491224624531,223197255807,
200.5,997251794453,13044386,346340376815,68870976246,1033888895453,489273017471,222619836235,
201.5,992339174117,10360910,336229584613,74414007755,1032440127406,487086650960,221696910632,
202.5,985076492162,8487975,326529467487,80925653047,1030823632103,484672746555,220409295877,
203.5,975406539129,7178756,317251144639,88536576556,1029026973336,482045682483,218741999013,
204.5,963296819114,6272608,308403098851,97395154632,1027036981271,479227665295,216685051891,
205.5,948741403546,5665287,299991337113,107667760029,1024840028696,476249238934,214234427231,
206.5,931762326412,5290497,292019570282,119538318874,1022422305299,473149562273,211393081844,
207.5,912410448872,5108613,284489406203,133206838651,1019770085566,469976377581,208172183701,
208.5,890765734253,5100098,277400551034,148886553037,1016869986060,466785584896,204592585636,
209.5,866936890958,5262212,270751013885,166799287337,1013709208072,463640332493,200686603398,
210.5,841060360391,5608266,264537310420,187168627853,1010275761851,460609533756,196500129231,
211.5,813298648775,6169223,258754661595,210210493946,1006558668988,457765728505,192095049643,
212.5,783838024908,6997848,253397184254,236120779790,1002548139884,455182225337,187551817700,
213.5,752885629326,8176101,248458070941,265059871168,998235723680,452929494243,182971834647,
214.5,720666062862,9827023,243929756785,297134067293,993614428528,451070828498,178479007928,
215.5,687417543140,12133191,239804071909,332374258582,988678810629,449657363490,174219486183,
216.5,653387734905,15365018,236072378250,370712628113,983425031035,448722627464,170358205328,
217.5,618829373378,19923919,232725690172,411958640593,977850879828,448276901578,167070704032,
218.5,583995808229,26408108,229754778613,455776120280,971955767922,448301776630,164528999721,
219.5,549136598798,35712773,227150258839,501663736656,965740687311,448745398875,162881499909,
220.5,514493288678,49182385,224902662176,548941628695,959208141235,449518980634,162229028559,
221.5,480295479745,68841683,223002492299,596747103522,952362046252,450495192700,162601482719,
222.5,446757312697,97744542,221440266838,644042237555,945207608736,451509034074,163941100078,
223.5,414074443799,140497853,220206545203,689635698115,937751178793,452361672752,166097537890,
224.5,382421586790,204042196,219291943602,732220140902,930000084922,452827559682,168836869028,
225.5,351950665943,298803925,218687138326,770425137609,921962453097,452664839780,171862706357,
226.5,322789602236,440375152,218382858368,802883844009,913647014143,451628738782,174844951175,
227.5,295041730824,651928522,218369868487,828309716012,905062903422,449487229453,177451041837,
228.5,268785825582,967629389,218638943821,845577778197,896219456883,446037926774,179375538656,
229.5,244076686480,1437361408,219180837117,853803547676,887126007543,441124888045,180365316964,
230.5,220946228838,2133118479,219986239656,852412007543,877791686320,434653856167,180238776855,
231.5,199405000559,3157413717,221045736882,841189231412,868225231005,426604522715,178898130523,
232.5,179444044775,4653982449,222349759750,820310478236,858434806957,417038614433,176334172706,
233.5,161037020821,6820870360,223888532731,790340733753,848427842787,406103000090,172623226692,
234.5,144142496085,9925655731,225652019426,752206526515,838210884074,394027516366,167916368787,
235.5,128706324587,14322019035,227629866657,707141003801,827789467771,381117736370,162421666003,
236.5,114664034549,20466130411,229811347916,656607249150,817168019659,367743356337,156381061878,
237.5,101943156180,28930407336,232185307001,602207200309,806349776838,354323169533,150044714122,
238.5,90465431500,40411200460,234740102640,545584924711,795336736902,341307679242,143646919701,
239.5,80148859753,55726078021,237463554920,488333238504,784129635097,329160273259,137388934127,
240.5,70909543929,75795863895,240342894264,431911727300,772727950399,318337595957,131434391187,
241.5,62663315603,101606760402,243364713750,377582348696,761129941107,309269415912,125921874189,
242.5,55327126236,134149065161,246514925496,326366317865,749332710216,302338028995,120995813198,
243.5,48820202731,174331379984,249778721891,279023314799,737332300453,297857183972,116850903596,
244.5,43064973320,222872808016,253140542390,236051605177,725123818547,296050749490,113776468535,
245.5,37987776460,280180140252,256584046648,197705749219,712701587900,297031860096,112176388393,
246.5,33519370450,346221802477,260092094717,164027366311,700059328479,300783992487,112533100030,
247.5,29595264873,420414437869,263646735084,134883967420,687190362336,307146153517,115296196999,
248.5,26155896961,501540374317,267229201286,110011079440,674087842750,315804878951,120721078013,
249.5,23146676699,587713911050,270819917862,89053597486,660745004547,326295821529,128735489729,
250.5,20517924150,676410782791,274398516398,71603307617,647155432689,338017192729,138907550714,
251.5,18224721306,764568365822,277943862393,57230623152,633313345761,350256183687,150518085992,
252.5,16226699045,848754951913,281434093664,45509609513,619213890460,362227848919,162681485927,
253.5,14487777557,925396164395,284846670984,36036225587,604853442739,373124056252,174462613864,
254.5,12975876285,991037157957,288158441574,28440330067,590229910764,382168343329,184969632100,
255.5,11662606905,1042612470938,291345716027,22392383229,575343034363,388671242292,193423558582,
256.5,10522960543,1077692708052,294384359149,17605946239,560194675289,392080129854,199209482584,
257.5,9534998113,1094679278995,297249895084,13837088396,544789092225,392018070563,201911728481,
258.5,8679550649,1092924929485,299917626961,10881710429,529133194247,388307402354,201332805860,
259.5,7939934689,1072767628631,302362771131,8571627925,513236766297,380975745735,197495510058,
260.5,7301686201,1035476766271,304560605874,6770072466,497112660234,370244358209,190628567859,
261.5,6752315297,983121601913,306486634216,5367086982,480776945168,356500916715,181137860951,
262.5,6281082884,918380735648,308116760251,4275133144,464249011137,340260544613,169566770855,
263.5,5878799633,844316826037,309427478079,3425100059,447551620681,322119964898,156550096257,
264.5,5537647024,764142368330,310396072152,2762806593,430710903639,302709959548,142766043544,
265.5,5251019766,681000302902,311000827483,2246021537,413756291360,282650892610,128889910048,
266.5,5013388652,597778360630,311221247853,1841981709,396720387705,262515073310,115551375579,
267.5,4820182691,516969516500,311038279751,1525362657,379638775467,242798423413,103295227656,
268.5,4667689343,440583932333,310434539454,1276644568,362549758329,223902512805,92544009240,
269.5,4552971640,370111383119,309394540300,1080813027,345494040042,206126749626,83562629906,
270.5,4473801098,306528131341,307904916882,926336958,328514344164,189669506089,76431300121,
271.5,4428605375,250338925406,305954642579,804371785,311654979387,174636304906,71041435680,
272.5,4416429835,201643293720,303535236628,708142975,294961357119,161052892055,67128867148,
273.5,4436912263,160215359937,300640956727,632472407,278479469580,148881034183,64341680081,
274.5,4490270207,125587629733,297268973056,573416925,262255338031,138035125590,62318123070,
275.5,4577300554,97131147254,293419519570,527994551,246334441984,128398080783,60745792551,
276.5,4699391135,74126666193,289096018493,493979130,230761141137,119835439218,59389241719,
277.5,4858544300,55823681546,284305174101,469748576,215578102403,112207050185,58091027379,
278.5,5057412574,41486083915,279057032171,454175589,200825744591,105376089768,56758296432,
279.5,5299346608,30424695985,273365001865,446552717,186541713219,99215462079,55345117241,
280.5,5588455767,22017989659,267245837331,446546201,172760397339,93611845259,53836245553,
281.5,5929681773,15722889378,260719576923,454175210,159512499375,88467764532,52234464242,
282.5,6328885841,11077811897,253809438640,469815073,146824667651,83702123820,50551696288,
283.5,6792949781,7700064209,246541671234,494225012,134719199697,79249621987,48803291339,
284.5,7329891435,5279510076,238945361274,528602873,123213822527,75059437637,47004689022,
285.5,7948994731,3570102508,231052197404,574671599,112321553997,71093504048,45169724498,
286.5,8660954422,2380528903,222896193991,634804802,102050647125,67324625849,43309989421,
287.5,9478035278,1564873868,214513377316,712202085,92404617046,63734621119,41434817405,
288.5,10414245136,1013901275,205941438374,811128876,83382347978,60312612328,39551598193,
289.5,11485520663,647306939,197219357239,937240793,74978275578,57053540242,37666230910,
290.5,12709924114,407100796,188387004726,1098019300,67182638084,53956937404,35783605525,
291.5,14107848539,252139672,179484727742,1303353926,59981788079,51025971592,33908057454,
292.5,15702228043,153741332,170552925248,1566316985,53358555359,48266753393,32043778863,
293.5,17518748622,92258390,161631622127,1904189871,47292650459,45687893894,30195197317,
294.5,19586053941,54467315,152760048413,2339815627,41761097806,43300296620,28367353117,
295.5,21935939123,31624539,143976231361,2903370541,36738687277,41117170568,26566326193,
296.5,24603524230,18051311,135316607608,3634667113,32198433113,39154256675,24799787142,
297.5,27627397690,10125659,126815662299,4586120336,28112029679,37430267133,23077781126,
298.5,31049718464,5579532,118505601472,5826525659,24450294354,35967543896,21413905358,
299.5,34916264383,3018972,110416063230,7445805487,21183588940,34792948202,19827116260,
300.5,39276412836,1603362,102573872378,9560874045,18282212219,33938994968,18344493181,
301.5,44183038967,835483,95002842139,12322737413,15716757711,33445242343,17005331666,
302.5,49692315888,426972,87723625498,15924872736,13458432119,33359934642,15866734855,
303.5,55863401131,213912,80753617564,20612801016,11479331469,33741873019,15009928345,
304.5,62757993952,105020,74106909167,26694562986,9752673320,34662448889,14544221028,
305.5,70439749027,50504,67794290736,34551509838,8252984811,36207716983,14602651889,
306.5,78973533915,23780,61823304464,44648418638,6956247458,38480305651,15325046630,
307.5,88424520275,10959,56198341690,57541438198,5840000687,41600862362,16836141729,
308.5,98857102412,4941,50920781588,73881789851,4883406913,45708617141,19237503508,
309.5,110333641273,2179,45989166477,94412547652,4067281645,50960527845,22620688288,
310.5,122913037488,939,41399408476,119955305599,3374092564,57528369013,27087468913,
311.5,136649143437,396,37145021813,151383255018,2787931804,65593070494,32760608226,
312.5,151589031453,163,33217374833,189577335220,2294465773,75335641488,39780752040,
313.5,167771142993,65,29605955677,235362898792,1880866816,86924172869,48292774654,
314.5,185223351661,26,26298645713,289425945006,1535730862,100496734654,58425626440,
315.5,203960981032,10,23281995008,352210538476,1248984922,116140499890,70268370509,
316.5,223984826031,4,20541494532,423802510732,1011787971,133868123854,83844312325,
317.5,245279233618,1,18061840269,503808680280,816428326,153593236499,99085209266,
318.5,267810304466,0,15827185004,591245088528,656220249,175107759650,115808118638,
319.5,291524281659,0,13821374164,684451330215,525402005,198064477609,133698102120,
320.5,316346194810,0,12028162837,781049965095,419037235,221968671995,152300419977,
321.5,342178828056,0,10431411742,877969223669,332921059,246182476905,171025754434,
322.5,368902077823,0,9015260645,971542990714,263491948,269944764226,189171217620,
323.5,396372760843,0,7764278385,1057694113871,207750082,292407780636,205958367195,
324.5,424424924651,0,6663589267,1132195953136,163182596,312689529930,220587274381,
325.5,452870701590,0,5698976173,1190994148785,127695883,329938304486,232303143069,
326.5,481501733613,0,4856961197,1230558005483,99554904,343403251040,240469494967,
327.5,510091178972,0,4124865055,1248221265238,77329286,352502927710,244640020043,
328.5,538396293987,0,3490846798,1242467846641,59845899,356882966665,244620302656,
329.5,566161563884,0,2943925675,1213121072225,46147470,356454541851,240511030838,
330.5,593122337008,0,2473987077,1161405372207,35456766,351407430612,232725885504,
331.5,619008897379,0,2071774661,1089866204848,27145836,342194804545,221979529597,
332.5,643550892289,0,1728870723,1002154220730,20709798,329490938708,209242972291,
333.5,666482015449,0,1437666896,902699782185,15744660,314127041838,195664029492,
334.5,687544832668,0,1191327136,796319942941,11928674,297013606284,182449904942,
335.5,706495627100,0,983744866,687808788519,9006782,279059433453,170711325271,
336.5,723109135152,0,809495965,581562063626,6777718,261097494492,161282733479,
337.5,737183042658,0,663789144,481278596161,5083370,243826102267,154565928557,
338.5,748542114170,0,542415046,389766260796,3800081,227770918019,150471820201,
339.5,757041836099,0,441695220,308862383388,2831562,213269749254,148507336325,
340.5,762571466846,0,358431945,239461181245,2103152,200478636638,147969356474,
341.5,765056403513,0,289859659,181627153135,1557207,189394994703,148146462536,
342.5,764459794715,0,233598634,134765209965,1149406,179891950544,148451157754,
343.5,760783351636,0,187611316,97816284136,845810,171757618580,148468173537,
344.5,754067333889,0,150161671,69450385063,620533,164733700231,147945084848,
345.5,744389711956,0,119777696,48235907513,453912,158549170215,146757208257,
346.5,731864533081,0,95217208,32772435803,331065,152946503432,144868314658,
347.5,716639541310,0,75436882,21782476461,240777,147699539086,142297390157,
348.5,698893124169,0,59564476,14164168423,174621,142623406338,139094400687,
349.5,678830677326,0,46874116,9011396671,126293,137577814881,135324428728,
350.5,656680493787,0,36764461,5609817435,91094,132465433355,131058247957,
351.5,632689295414,0,28739566,3417476080,65531,127227115318,126367268337,
352.5,607117531268,0,22392209,2037570763,47020,121835508252,121321142760,
353.5,580234569622,0,17389480,1189121266,33652,116288222804,115986813104,
354.5,552313908353,0,13460392,679370511,24025,110601352656,110428216285,
355.5,523628522218,0,10385301,380031837,17110,104803791293,104706208141,
356.5,494446455636,0,7986931,208178611,12157,98932526667,98878490262,
357.5,465026756605,0,6122795,111693860,8618,93028916375,92999462488,
358.5,435615831932,0,4678841,58705341,6095,87135844442,87119997580,
359.5,406444286889,0,3564148,30231706,4301,81295617409,81287167567,
360.5,377724294262,0,2706528,15257003,3029,75548452165,75543960577,
361.5,349647519550,0,2048895,7547187,2129,69931423552,69929024013,
362.5,322383611198,0,1546280,3660166,1493,64477763827,64476461846,
363.5,296079248124,0,1163400,1740641,1045,59216430642,59215704372,
364.5,270857721653,0,872680,811905,730,54171881394,54171460065,
365.5,246819015977,0,652646,371523,509,49364008131,49363751962,
366.5,224040340535,0,486642,166821,354,44808198870,44808035416,
367.5,202577059451,0,361795,73519,246,40515499002,40515390112,
368.5,182463957554,0,268196,31808,171,36492851546,36492776502,
369.5,163716779256,0,198239,13513,118,32743398225,32743345258,
370.5,146333975780,0,146113,5638,82,29266825523,29266787564,
371.5,130298597481,0,107391,2311,57,26059741448,26059714008,
372.5,115580271133,0,78711,931,39,23116070163,23116050242,
373.5,102137206686,0,57532,369,27,20427452923,20427438441,
374.5,89918183799,0,41938,143,18,17983645180,17983634655,
375.5,78864475063,0,30489,55,13,15772901124,15772893485,
376.5,68911669989,0,22107,21,9,13782338425,13782332891,
377.5,59991371059,0,15988,8,6,11998277412,11998273412,
378.5,52032740408,0,11533,3,4,10406550390,10406547505,
379.5,44963882524,0,8298,1,3,8992778165,8992776090,
380.5,38713054714,0,5956,0,2,7742612135,7742610645,
381.5,33209702796,0,4265,0,1,6641941412,6641940346,
382.5,28385324385,0,3046,0,0,5677065486,5677064725,
383.5,24174166277,0,2171,0,0,4834833690,4834833147,
384.5,20513765743,0,1543,0,0,4102753457,4102753071,
385.5,17345348044,0,1095,0,0,3469069828,3469069554,
386.5,14614094200,0,775,0,0,2922818995,2922818801,
387.5,12269294111,0,547,0,0,2453858932,2453858795,
388.5,10264400553,0,386,0,0,2052880188,2052880091,
389.5,8556999470,0,271,0,0,1711399948,1711399881,
390.5,7108711474,0,190,0,0,1421742333,1421742285,
391.5,5885038593,0,133,0,0,1177007745,1177007712,
392.5,4855169196,0,93,0,0,971033858,971033835,
393.5,3991752754,0,65,0,0,798350564,798350547,
394.5,3270654688,0,45,0,0,654130947,654130935,
395.5,2670700185,0,32,0,0,534140043,534140036,
396.5,2173414421,0,22,0,0,434682889,434682883,
397.5,1762765323,0,15,0,0,352553068,352553064,
398.5,1424913746,0,11,0,0,284982751,284982749,
399.5,1147974785,0,7,0,0,229594958,229594957,
400.5,921792953,0,5,0,0,184358592,184358590,
401.5,737733048,0,3,0,0,147546610,147546609,
402.5,588487805,0,2,0,0,117697562,117697561,
403.5,467902768,0,2,0,0,93580554,93580554,
404.5,370818348,0,1,0,0,74163670,74163670,
405.5,292928614,0,0,0,0,58585723,58585723,
406.5,230656065,0,0,0,0,46131213,46131213,
407.5,181041429,0,0,0,0,36208286,36208286,
408.5,141647388,0,0,0,0,28329478,28329478,
409.5,110475041,0,0,0,0,22095008,22095008,
410.5,85891909,0,0,0,0,17178382,17178382,
411.5,66570266,0,0,0,0,13314053,13314053,
412.5,51434646,0,0,0,0,10286929,10286929,
413.5,39617411,0,0,0,0,7923482,7923482,
414.5,30421368,0,0,0,0,6084274,6084274,
415.5,23288481,0,0,0,0,4657696,4657696,
416.5,17773819,0,0,0,0,3554764,3554764,
417.5,13523994,0,0,0,0,2704799,2704799,
418.5,10259383,0,0,0,0,2051877,2051877,
419.5,7759557,0,0,0,0,1551911,1551911,
420.5,5851396,0,0,0,0,1170279,1170279,
421.5,4399429,0,0,0,0,879886,879886,
422.5,3298031,0,0,0,0,659606,659606,
423.5,2465144,0,0,0,0,493029,493029,
424.5,1837241,0,0,0,0,367448,367448,
425.5,1365319,0,0,0,0,273064,273064,
426.5,1011703,0,0,0,0,202341,202341,
427.5,747533,0,0,0,0,149507,149507,
428.5,550775,0,0,0,0,110155,110155,
429.5,404661,0,0,0,0,80932,80932,
430.5,296476,0,0,0,0,59295,59295,
431.5,216608,0,0,0,0,43322,43322,
432.5,157818,0,0,0,0,31564,31564,
433.5,114668,0,0,0,0,22934,22934,
434.5,83088,0,0,0,0,16618,16618,
435.5,60041,0,0,0,0,12008,12008,
436.5,43270,0,0,0,0,8654,8654,
437.5,31100,0,0,0,0,6220,6220,
438.5,22293,0,0,0,0,4459,4459,
439.5,15938,0,0,0,0,3188,3188,
440.5,11364,0,0,0,0,2273,2273,
441.5,8082,0,0,0,0,1616,1616,
442.5,5733,0,0,0,0,1147,1147,
443.5,4056,0,0,0,0,811,811,
444.5,2862,0,0,0,0,572,572,
445.5,2015,0,0,0,0,403,403,
446.5,1415,0,0,0,0,283,283,
447.5,991,0,0,0,0,198,198,
448.5,692,0,0,0,0,138,138,
449.5,482,0,0,0,0,96,96,
450.5,335,0,0,0,0,67,67,
451.5,233,0,0,0,0,47,47,
452.5,161,0,0,0,0,32,32,
453.5,111,0,0,0,0,22,22,
454.5,76,0,0,0,0,15,15,
455.5,52,0,0,0,0,10,10,
456.5,36,0,0,0,0,7,7,
457.5,25,0,0,0,0,5,5,
458.5,17,0,0,0,0,3,3,
459.5,11,0,0,0,0,2,2,
460.5,8,0,0,0,0,2,2,
461.5,5,0,0,0,0,1,1,
462.5,4,0,0,0,0,0,0,
463.5,2,0,0,0,0,0,0,
464.5,2,0,0,0,0,0,0,
465.5,1,0,0,0,0,0,0,
466.5,0,0,0,0,0,0,0,
467.5,0,0,0,0,0,0,0,
468.5,0,0,0,0,0,0,0,
469.5,0,0,0,0,0,0,0,
470.5,0,0,0,0,0,0,0,
471.5,0,0,0,0,0,0,0,
472.5,0,0,0,0,0,0,0,
473.5,0,0,0,0,0,0,0,
474.5,0,0,0,0,0,0,0,
475.5,0,0,0,0,0,0,0,
476.5,0,0,0,0,0,0,0,
477.5,0,0,0,0,0,0,0,
478.5,0,0,0,0,0,0,0,
479.5,0,0,0,0,0,0,0,
480.5,0,0,0,0,0,0,0,
481.5,0,0,0,0,0,0,0,
482.5,0,0,0,0,0,0,0,
483.5,0,0,0,0,0,0,0,
484.5,0,0,0,0,0,0,0,
485.5,0,0,0,0,0,0,0,
486.5,0,0,0,0,0,0,0,
487.5,0,0,0,0,0,0,0,
488.5,0,0,0,0,0,0,0,
489.5,0,0,0,0,0,0,0,
490.5,0,0,0,0,0,0,0,
491.5,0,0,0,0,0,0,0,
492.5,0,0,0,0,0,0,0,
493.5,0,0,0,0,0,0,0,
494.5,0,0,0,0,0,0,0,
495.5,0,0,0,0,0,0,0,
496.5,0,0,0,0,0,0,0,
497.5,0,0,0,0,0,0,0,
498.5,0,0,0,0,0,0,0,
499.5,0,0,0,0,0,0,0,
500.5,0,0,0,0,0,0,0,
501.5,0,0,0,0,0,0,0,
502.5,0,0,0,0,0,0,0,
503.5,0,0,0,0,0,0,0,
504.5,0,0,0,0,0,0,0,
505.5,0,0,0,0,0,0,0,
506.5,0,0,0,0,0,0,0,
507.5,0,0,0,0,0,0,0,
