NTA Experiment Summary File,
Created with NTA 3.3 - Sample Assistant Dev Build 3.3.203,
,
[Experiment Details],,
Software Version,NTA 3.3 - Sample Assistant Dev Build 3.3.203,
Experiment Name,EMT4 d200 2021-04-01 16-50-46.nano,
Operator Name,MG,
Time Captured,16:50:46  01/04/2021,
Sample Description,d200,
Pre-treatment,,
Diluent,pbs,
Remarks,,
,,
,,,,,
Filename:,EMT4 d200 2021-04-01 16-51-06,EMT4 d200 2021-04-01 16-52-19,EMT4 d200 2021-04-01 16-53-33,EMT4 d200 2021-04-01 16-54-46,EMT4 d200 2021-04-01 16-55-59,
,,,,,,
[Conditions],,,,,,
Temperature/C,26.791,26.745,26.717,26.690,26.651,
Viscosity/cP,0.853577,0.854451,0.854984,0.855498,0.856241,
Camera Type,sCMOS,sCMOS,sCMOS,sCMOS,sCMOS,
Laser Type,Unknown,Unknown,Unknown,Unknown,Unknown,
Camera Level,16,16,16,16,16,
Slider Shutter,1300,1300,1300,1300,1300,
Slider Gain,512,512,512,512,512,
Shutter/ms,32.500000,32.500000,32.500000,32.500000,32.500000,
Camera Histogram Upper Limit,2470,2470,2470,2470,2470,
Camera Histogram Lower Limit,0,0,0,0,0,
Frame rate/fps,24.982500,24.982500,24.982500,24.982500,24.982500,
Syringe Pump Speed/AU,50,50,50,50,50,
,,,,,,
[Settings],,,,,,
Detection Threshold,5,5,5,5,5,
Max Jump Mode,Auto,Auto,Auto,Auto,Auto,
Max Jump Distance,16.2234,15.5548,17.4371,17.0212,16.0141,
Blur,Auto,Auto,Auto,Auto,Auto,
Min Track Length,Auto,Auto,Auto,Auto,Auto,
First frame,0,0,0,0,0,
Total frames analysed,1498,1498,1498,1498,1498,
,,,,,,
[Exclusion Regions]
No Exclusion Regions Used,,,,,,

[Results],,,,,,Average,Standard Error,
718.0,1882900,2304400,2314414,1806642,1934503,2048572,108423,
722.0,1943248,2371054,2255204,1780174,1914495,2052835,111290,
726.0,2003232,2434923,2194718,1753608,1892116,2055719,119145,
730.0,2062096,2494898,2133132,1726810,1867496,2056887,130865,
734.0,2119038,2549827,2070625,1699654,1840783,2055985,145147,
738.0,2173219,2598543,2007381,1672019,1812132,2052659,160828,
742.0,2223781,2639894,1943589,1643799,1781707,2046554,176977,
746.0,2269862,2672776,1879437,1614902,1749674,2037330,192871,
750.0,2310619,2696168,1815115,1585254,1716205,2024672,207946,
754.0,2345243,2709162,1750810,1554799,1681468,2008296,221757,
758.0,2372984,2710999,1686706,1523501,1645630,1987964,233955,
762.0,2393171,2701097,1622981,1491345,1608855,1963490,244267,
766.0,2405231,2679074,1559808,1458337,1571299,1934750,252489,
770.0,2408705,2644769,1497351,1424503,1533114,1901689,258484,
774.0,2403267,2598251,1435765,1389888,1494444,1864323,262171,
778.0,2388729,2539821,1375193,1354555,1455422,1822744,263530,
782.0,2365052,2470013,1315771,1318583,1416178,1777120,262597,
786.0,2332350,2389577,1257619,1282065,1376829,1727688,259457,
790.0,2290880,2299460,1200846,1245105,1337486,1674755,254245,
794.0,2241045,2200780,1145548,1207814,1298251,1618688,247135,
798.0,2183376,2094796,1091811,1170313,1259216,1559902,238341,
802.0,2118520,1982868,1039703,1132722,1220467,1498856,228104,
806.0,2047223,1866425,989284,1095165,1182081,1436036,216686,
810.0,1970309,1746922,940599,1057763,1144130,1371945,204367,
814.0,1888657,1625805,893681,1020636,1106675,1307091,191432,
818.0,1803181,1504471,848554,983895,1069774,1241975,178170,
822.0,1714809,1384242,805229,947647,1033478,1177081,164864,
826.0,1624460,1266335,763707,911988,997829,1112864,151786,
830.0,1533026,1151838,723981,877007,962869,1049744,139193,
834.0,1441356,1041697,686034,842783,928629,988100,127321,
838.0,1350241,936703,649843,809382,895140,928262,116380,
842.0,1260402,837487,615376,776863,862426,870511,106545,
846.0,1172485,744524,582598,745272,830507,815077,97948,
850.0,1087050,658132,551465,714646,799401,762139,90668,
854.0,1004575,578486,521932,685013,769118,711825,84718,
858.0,925449,505630,493949,656389,739670,664217,80043,
862.0,849981,439490,467462,628785,711062,619356,76521,
866.0,778397,379891,442418,602203,683298,577241,73980,
870.0,710852,326574,418758,576637,656378,537840,72216,
874.0,647431,279215,396426,552077,630301,501090,71026,
878.0,588159,237440,375363,528505,605063,466906,70221,
882.0,533008,200840,355511,505902,580656,435184,69641,
886.0,481905,168988,336813,484242,557073,405804,69162,
890.0,434736,141448,319210,463497,534305,378639,68692,
894.0,391362,117788,302648,443638,512338,353555,68167,
898.0,351614,97589,287072,424633,491162,330414,67547,
902.0,315310,80450,272428,406448,470760,309079,66811,
906.0,282254,65995,258665,389050,451118,289416,65950,
910.0,252242,53875,245733,372405,432220,271295,64965,
914.0,225069,43771,233585,356477,414048,254590,63861,
918.0,200530,35396,222175,341235,396584,239184,62651,
922.0,178421,28492,211460,326643,379810,224965,61346,
926.0,158548,22831,201398,312671,363706,211831,59960,
930.0,140722,18213,191950,299286,348254,199685,58507,
934.0,124763,14467,183077,286460,333434,188440,57001,
938.0,110501,11442,174746,274162,319225,178015,55453,
942.0,97778,9012,166922,262367,305608,168337,53875,
946.0,86446,7069,159574,251047,292564,159340,52278,
950.0,76368,5522,152672,240178,280072,150962,50670,
954.0,67416,4298,146188,229738,268112,143150,49060,
958.0,59475,3332,140097,219706,256666,135855,47455,
962.0,52439,2573,134373,210060,245713,129031,45862,
966.0,46211,1980,128994,200782,235235,122640,44286,
970.0,40703,1518,123938,191855,225214,116646,42731,
974.0,35837,1160,119184,183263,215631,111015,41201,
978.0,31542,883,114715,174992,206468,105720,39701,
982.0,27752,670,110513,167026,197708,100734,38232,
986.0,24412,507,106560,159355,189335,96034,36797,
990.0,21468,382,102842,151967,181332,91598,35399,
994.0,18876,287,99345,144851,173682,87408,34038,
998.0,16595,215,96054,137996,166372,83446,32717,
1002.0,14588,161,92958,131395,159385,79697,31436,
1006.0,12822,120,90045,125039,152707,76147,30195,
1010.0,11270,89,87303,118921,146325,72782,28997,
1014.0,9905,66,84724,113033,140225,69591,27840,
1018.0,8706,49,82296,107368,134395,66563,26726,
1022.0,7652,36,80012,101922,128822,63689,25654,
1026.0,6726,26,77863,96686,123494,60959,24624,
1030.0,5913,19,75841,91658,118401,58366,23636,
1034.0,5198,14,73939,86830,113531,55902,22691,
1038.0,4571,10,72150,82198,108873,53561,21786,
1042.0,4020,7,70468,77758,104419,51334,20923,
1046.0,3535,5,68887,73503,100157,49218,20100,
1050.0,3110,4,67400,69431,96081,47205,19317,
1054.0,2736,3,66003,65535,92180,45291,18573,
1058.0,2408,2,64690,61811,88446,43472,17868,
1062.0,2120,1,63457,58256,84873,41741,17200,
1066.0,1866,1,62300,54864,81451,40096,16569,
1070.0,1643,0,61213,51630,78175,38532,15973,
1074.0,1447,0,60193,48551,75037,37046,15413,
1078.0,1275,0,59236,45622,72030,35633,14886,
1082.0,1124,0,58337,42837,69150,34290,14392,
1086.0,991,0,57494,40193,66389,33013,13929,
1090.0,874,0,56703,37684,63743,31801,13496,
1094.0,770,0,55960,35306,61206,30649,13092,
1098.0,680,0,55263,33055,58773,29554,12716,
1102.0,600,0,54607,30926,56439,28514,12367,
1106.0,529,0,53990,28913,54200,27527,12042,
1110.0,468,0,53409,27013,52051,26588,11741,
1114.0,413,0,52861,25222,49989,25697,11463,
1118.0,365,0,52342,23533,48010,24850,11205,
1122.0,322,0,51851,21943,46110,24045,10967,
1126.0,285,0,51383,20448,44285,23280,10746,
1130.0,252,0,50937,19043,42532,22553,10543,
1134.0,223,0,50508,17724,40848,21861,10355,
1138.0,197,0,50095,16487,39230,21202,10180,
1142.0,175,0,49695,15327,37675,20574,10019,
1146.0,155,0,49304,14242,36181,19976,9868,
1150.0,137,0,48920,13226,34745,19406,9727,
1154.0,121,0,48541,12276,33365,18860,9596,
1158.0,108,0,48163,11388,32037,18339,9471,
1162.0,95,0,47783,10560,30761,17840,9353,
1166.0,85,0,47400,9788,29533,17361,9240,
1170.0,75,0,47009,9068,28353,16901,9132,
1174.0,67,0,46610,8397,27217,16458,9026,
1178.0,59,0,46199,7773,26125,16031,8923,
1182.0,52,0,45773,7192,25075,15618,8820,
1186.0,47,0,45331,6653,24064,15219,8718,
1190.0,41,0,44870,6151,23092,14831,8616,
1194.0,37,0,44388,5686,22156,14453,8512,
1198.0,33,0,43882,5254,21256,14085,8406,
1202.0,29,0,43352,4853,20391,13725,8297,
1206.0,26,0,42796,4482,19558,13372,8185,
1210.0,23,0,42211,4138,18756,13026,8070,
1214.0,21,0,41597,3819,17985,12684,7949,
1218.0,18,0,40952,3525,17244,12348,7825,
1222.0,16,0,40277,3252,16530,12015,7695,
1226.0,14,0,39569,3000,15844,11685,7560,
1230.0,13,0,38829,2766,15184,11358,7419,
1234.0,11,0,38058,2551,14549,11034,7273,
1238.0,10,0,37254,2352,13938,10711,7121,
1242.0,9,0,36419,2168,13351,10389,6963,
1246.0,8,0,35553,1998,12787,10069,6799,
1250.0,7,0,34658,1842,12244,9750,6630,
1254.0,6,0,33735,1697,11722,9432,6456,
1258.0,6,0,32786,1564,11221,9115,6276,
1262.0,5,0,31813,1441,10739,8800,6092,
1266.0,5,0,30817,1328,10276,8485,5904,
1270.0,4,0,29802,1223,9831,8172,5711,
1274.0,4,0,28769,1127,9404,7861,5515,
1278.0,3,0,27722,1038,8994,7552,5317,
1282.0,3,0,26665,957,8599,7245,5116,
1286.0,3,0,25599,881,8221,6941,4913,
1290.0,2,0,24528,812,7858,6640,4709,
1294.0,2,0,23455,748,7509,6343,4505,
1298.0,2,0,22385,689,7175,6050,4301,
1302.0,2,0,21319,635,6854,5762,4098,
1306.0,2,0,20262,585,6546,5479,3897,
1310.0,1,0,19217,540,6251,5202,3697,
1314.0,1,0,18186,497,5968,4931,3500,
1318.0,1,0,17174,458,5697,4666,3307,
1322.0,0,0,16182,422,5437,4408,3118,
1326.0,0,0,15213,389,5187,4158,2933,
1330.0,0,0,14270,359,4949,3916,2753,
1334.0,0,0,13355,331,4720,3681,2579,
1338.0,0,0,12470,305,4501,3455,2410,
1342.0,0,0,11616,282,4292,3238,2247,
1346.0,0,0,10796,260,4091,3030,2091,
1350.0,0,0,10010,240,3899,2830,1942,
1354.0,0,0,9260,221,3716,2639,1800,
1358.0,0,0,8545,204,3540,2458,1664,
1362.0,0,0,7867,188,3372,2286,1536,
1366.0,0,0,7226,174,3212,2122,1415,
1370.0,0,0,6620,161,3058,1968,1301,
1374.0,0,0,6051,148,2912,1822,1194,
1378.0,0,0,5518,137,2772,1685,1094,
1382.0,0,0,5020,127,2638,1557,1001,
1386.0,0,0,4555,117,2510,1436,915,
1390.0,0,0,4124,108,2388,1324,835,
1394.0,0,0,3725,100,2272,1219,762,
1398.0,0,0,3356,92,2161,1122,694,
1402.0,0,0,3016,85,2055,1031,633,
1406.0,0,0,2705,79,1954,948,577,
1410.0,0,0,2420,73,1857,870,526,
1414.0,0,0,2160,68,1765,799,479,
1418.0,0,0,1923,63,1678,733,438,
1422.0,0,0,1708,58,1594,672,400,
1426.0,0,0,1514,54,1515,617,367,
1430.0,0,0,1339,50,1439,566,337,
1434.0,0,0,1181,46,1367,519,310,
1438.0,0,0,1040,43,1298,476,286,
1442.0,0,0,913,39,1233,437,265,
1446.0,0,0,800,37,1171,402,246,
1450.0,0,0,700,34,1111,369,229,
1454.0,0,0,611,31,1055,339,213,
1458.0,0,0,532,29,1001,312,200,
1462.0,0,0,462,27,950,288,187,
1466.0,0,0,401,25,902,265,176,
1470.0,0,0,347,23,856,245,166,
1474.0,0,0,299,22,812,227,157,
1478.0,0,0,258,20,770,210,148,
1482.0,0,0,222,19,730,194,140,
1486.0,0,0,190,17,693,180,133,
1490.0,0,0,163,16,657,167,126,
1494.0,0,0,140,15,623,156,120,
1498.0,0,0,119,14,591,145,114,
1502.0,0,0,101,13,560,135,108,
1506.0,0,0,86,12,531,126,103,
1510.0,0,0,73,11,504,118,97,
1514.0,0,0,62,10,477,110,93,
1518.0,0,0,53,10,453,103,88,
1522.0,0,0,44,9,429,96,84,
1526.0,0,0,37,8,407,90,79,
1530.0,0,0,32,8,385,85,75,
1534.0,0,0,27,7,365,80,72,
1538.0,0,0,22,7,346,75,68,
1542.0,0,0,19,6,328,71,64,
1546.0,0,0,16,6,311,66,61,
1550.0,0,0,13,5,294,63,58,
1554.0,0,0,11,5,279,59,55,
1558.0,0,0,9,5,264,56,52,
1562.0,0,0,8,4,250,52,50,
1566.0,0,0,6,4,237,50,47,
1570.0,0,0,5,4,225,47,45,
1574.0,0,0,4,4,213,44,42,
1578.0,0,0,4,3,202,42,40,
1582.0,0,0,3,3,191,39,38,
1586.0,0,0,2,3,181,37,36,
1590.0,0,0,2,3,172,35,34,
1594.0,0,0,2,3,163,33,32,
1598.0,0,0,1,2,154,32,31,
1602.0,0,0,1,2,146,30,29,
1606.0,0,0,0,2,138,28,28,
1610.0,0,0,0,2,131,27,26,
1614.0,0,0,0,2,124,25,25,
1618.0,0,0,0,2,118,24,23,
1622.0,0,0,0,2,111,23,22,
1626.0,0,0,0,1,106,21,21,
1630.0,0,0,0,1,100,20,20,
1634.0,0,0,0,1,95,19,19,
1638.0,0,0,0,1,90,18,18,
1642.0,0,0,0,1,85,17,17,
1646.0,0,0,0,1,81,16,16,
1650.0,0,0,0,0,76,16,15,
1654.0,0,0,0,0,72,15,14,
1658.0,0,0,0,0,69,14,14,
1662.0,0,0,0,0,65,13,13,
1666.0,0,0,0,0,62,13,12,
1670.0,0,0,0,0,58,12,12,
1674.0,0,0,0,0,55,11,11,
1678.0,0,0,0,0,53,11,10,
1682.0,0,0,0,0,50,10,10,
1686.0,0,0,0,0,47,10,9,
1690.0,0,0,0,0,45,9,9,
1694.0,0,0,0,0,42,9,8,
1698.0,0,0,0,0,40,8,8,
1702.0,0,0,0,0,38,8,8,
1706.0,0,0,0,0,36,7,7,
1710.0,0,0,0,0,34,7,7,
1714.0,0,0,0,0,33,7,7,
1718.0,0,0,0,0,31,6,6,
1722.0,0,0,0,0,29,6,6,
1726.0,0,0,0,0,28,6,6,
1730.0,0,0,0,0,26,5,5,
1734.0,0,0,0,0,25,5,5,
1738.0,0,0,0,0,24,5,5,
1742.0,0,0,0,0,23,5,5,
1746.0,0,0,0,0,21,4,4,
1750.0,0,0,0,0,20,4,4,
1754.0,0,0,0,0,19,4,4,
1758.0,0,0,0,0,18,4,4,
1762.0,0,0,0,0,17,4,3,
1766.0,0,0,0,0,17,3,3,
1770.0,0,0,0,0,16,3,3,
1774.0,0,0,0,0,15,3,3,
1778.0,0,0,0,0,14,3,3,
1782.0,0,0,0,0,13,3,3,
1786.0,0,0,0,0,13,3,3,
1790.0,0,0,0,0,12,2,2,
1794.0,0,0,0,0,12,2,2,
1798.0,0,0,0,0,11,2,2,
1802.0,0,0,0,0,10,2,2,
1806.0,0,0,0,0,10,2,2,
1810.0,0,0,0,0,9,2,2,
1814.0,0,0,0,0,9,2,2,
1818.0,0,0,0,0,9,2,2,
1822.0,0,0,0,0,8,2,2,
1826.0,0,0,0,0,8,2,2,
1830.0,0,0,0,0,7,1,1,
1834.0,0,0,0,0,7,1,1,
1838.0,0,0,0,0,7,1,1,
1842.0,0,0,0,0,6,1,1,
1846.0,0,0,0,0,6,1,1,
1850.0,0,0,0,0,6,1,1,
1854.0,0,0,0,0,5,1,1,
1858.0,0,0,0,0,5,1,1,
1862.0,0,0,0,0,5,0,0,
1866.0,0,0,0,0,5,0,0,
1870.0,0,0,0,0,4,0,0,
1874.0,0,0,0,0,4,0,0,
1878.0,0,0,0,0,4,0,0,
1882.0,0,0,0,0,4,0,0,
1886.0,0,0,0,0,4,0,0,
1890.0,0,0,0,0,3,0,0,
1894.0,0,0,0,0,3,0,0,
1898.0,0,0,0,0,3,0,0,
1902.0,0,0,0,0,3,0,0,
1906.0,0,0,0,0,3,0,0,
1910.0,0,0,0,0,3,0,0,
1914.0,0,0,0,0,3,0,0,
1918.0,0,0,0,0,2,0,0,
1922.0,0,0,0,0,2,0,0,
1926.0,0,0,0,0,2,0,0,
1930.0,0,0,0,0,2,0,0,
1934.0,0,0,0,0,2,0,0,
1938.0,0,0,0,0,2,0,0,
1942.0,0,0,0,0,2,0,0,
1946.0,0,0,0,0,2,0,0,
1950.0,0,0,0,0,2,0,0,
1954.0,0,0,0,0,2,0,0,
1958.0,0,0,0,0,2,0,0,
1962.0,0,0,0,0,1,0,0,
1966.0,0,0,0,0,1,0,0,
1970.0,0,0,0,0,1,0,0,
1974.0,0,0,0,0,1,0,0,
1978.0,0,0,0,0,1,0,0,
1982.0,0,0,0,0,1,0,0,
1986.0,0,0,0,0,1,0,0,
1990.0,0,0,0,0,1,0,0,
1994.0,0,0,0,0,1,0,0,
1998.0,0,0,0,0,0,0,0,
2002.0,0,0,0,0,0,0,0,
2006.0,0,0,0,0,0,0,0,
2010.0,0,0,0,0,0,0,0,
2014.0,0,0,0,0,0,0,0,
2018.0,0,0,0,0,0,0,0,
2022.0,0,0,0,0,0,0,0,
2026.0,0,0,0,0,0,0,0,
2030.0,0,0,0,0,0,0,0,
2034.0,0,0,0,0,0,0,0,
2038.0,0,0,0,0,0,0,0,
2042.0,0,0,0,0,0,0,0,
2046.0,0,0,0,0,0,0,0,
2050.0,0,0,0,0,0,0,0,
2054.0,0,0,0,0,0,0,0,
2058.0,0,0,0,0,0,0,0,
2062.0,0,0,0,0,0,0,0,
2066.0,0,0,0,0,0,0,0,
2070.0,0,0,0,0,0,0,0,
2074.0,0,0,0,0,0,0,0,
2078.0,0,0,0,0,0,0,0,
2082.0,0,0,0,0,0,0,0,
2086.0,0,0,0,0,0,0,0,
2090.0,0,0,0,0,0,0,0,
2094.0,0,0,0,0,0,0,0,
2098.0,0,0,0,0,0,0,0,
2102.0,0,0,0,0,0,0,0,
2106.0,0,0,0,0,0,0,0,
2110.0,0,0,0,0,0,0,0,
2114.0,0,0,0,0,0,0,0,
2118.0,0,0,0,0,0,0,0,
2122.0,0,0,0,0,0,0,0,
2126.0,0,0,0,0,0,0,0,
2130.0,0,0,0,0,0,0,0,
2134.0,0,0,0,0,0,0,0,
2138.0,0,0,0,0,0,0,0,
2142.0,0,0,0,0,0,0,0,
2146.0,0,0,0,0,0,0,0,
2150.0,0,0,0,0,0,0,0,
2154.0,0,0,0,0,0,0,0,
2158.0,0,0,0,0,0,0,0,
2162.0,0,0,0,0,0,0,0,
2166.0,0,0,0,0,0,0,0,
2170.0,0,0,0,0,0,0,0,
2174.0,0,0,0,0,0,0,0,
2178.0,0,0,0,0,0,0,0,
2182.0,0,0,0,0,0,0,0,
2186.0,0,0,0,0,0,0,0,
2190.0,0,0,0,0,0,0,0,
2194.0,0,0,0,0,0,0,0,
2198.0,0,0,0,0,0,0,0,
2202.0,0,0,0,0,0,0,0,
2206.0,0,0,0,0,0,0,0,
2210.0,0,0,0,0,0,0,0,
2214.0,0,0,0,0,0,0,0,
2218.0,0,0,0,0,0,0,0,
2222.0,0,0,0,0,0,0,0,
2226.0,0,0,0,0,0,0,0,
2230.0,0,0,0,0,0,0,0,
2234.0,0,0,0,0,0,0,0,
2238.0,0,0,0,0,0,0,0,
2242.0,0,0,0,0,0,0,0,
2246.0,0,0,0,0,0,0,0,
2250.0,0,0,0,0,0,0,0,
2254.0,0,0,0,0,0,0,0,
2258.0,0,0,0,0,0,0,0,
2262.0,0,0,0,0,0,0,0,
2266.0,0,0,0,0,0,0,0,
2270.0,0,0,0,0,0,0,0,
2274.0,0,0,0,0,0,0,0,
2278.0,0,0,0,0,0,0,0,
2282.0,0,0,0,0,0,0,0,
2286.0,0,0,0,0,0,0,0,
2290.0,0,0,0,0,0,0,0,
2294.0,0,0,0,0,0,0,0,
2298.0,0,0,0,0,0,0,0,
2302.0,0,0,0,0,0,0,0,
2306.0,0,0,0,0,0,0,0,
2310.0,0,0,0,0,0,0,0,
2314.0,0,0,0,0,0,0,0,
2318.0,0,0,0,0,0,0,0,
2322.0,0,0,0,0,0,0,0,
2326.0,0,0,0,0,0,0,0,
2330.0,0,0,0,0,0,0,0,
2334.0,0,0,0,0,0,0,0,
2338.0,0,0,0,0,0,0,0,
2342.0,0,0,0,0,0,0,0,
2346.0,0,0,0,0,0,0,0,
2350.0,0,0,0,0,0,0,0,
2354.0,0,0,0,0,0,0,0,
2358.0,0,0,0,0,0,0,0,
2362.0,0,0,0,0,0,0,0,
2366.0,0,0,0,0,0,0,0,
2370.0,0,0,0,0,0,0,0,
2374.0,0,0,0,0,0,0,0,
2378.0,0,0,0,0,0,0,0,
2382.0,0,0,0,0,0,0,0,
2386.0,0,0,0,0,0,0,0,
2390.0,0,0,0,0,0,0,0,
2394.0,0,0,0,0,0,0,0,
2398.0,0,0,0,0,0,0,0,
2402.0,0,0,0,0,0,0,0,
2406.0,0,0,0,0,0,0,0,
2410.0,0,0,0,0,0,0,0,
2414.0,0,0,0,0,0,0,0,
2418.0,0,0,0,0,0,0,0,
2422.0,0,0,0,0,0,0,0,
2426.0,0,0,0,0,0,0,0,
2430.0,0,0,0,0,0,0,0,
2434.0,0,0,0,0,0,0,0,
2438.0,0,0,0,0,0,0,0,
2442.0,0,0,0,0,0,0,0,
2446.0,0,0,0,0,0,0,0,
2450.0,0,0,0,0,0,0,0,
2454.0,0,0,0,0,0,0,0,
2458.0,0,0,0,0,0,0,0,
2462.0,0,0,0,0,0,0,0,
2466.0,0,0,0,0,0,0,0,
2470.0,0,0,0,0,0,0,0,
2474.0,0,0,0,0,0,0,0,
2478.0,0,0,0,0,0,0,0,
2482.0,0,0,0,0,0,0,0,
2486.0,0,0,0,0,0,0,0,
2490.0,0,0,0,0,0,0,0,
2494.0,0,0,0,0,0,0,0,
2498.0,0,0,0,0,0,0,0,
2502.0,0,0,0,0,0,0,0,
2506.0,0,0,0,0,0,0,0,
2510.0,0,0,0,0,0,0,0,
2514.0,0,0,0,0,0,0,0,
2518.0,0,0,0,0,0,0,0,
2522.0,0,0,0,0,0,0,0,
2526.0,0,0,0,0,0,0,0,
2530.0,0,0,0,0,0,0,0,
2534.0,0,0,0,0,0,0,0,
2538.0,0,0,0,0,0,0,0,
2542.0,0,0,0,0,0,0,0,
2546.0,0,0,0,0,0,0,0,
2550.0,0,0,0,0,0,0,0,
2554.0,0,0,0,0,0,0,0,
2558.0,0,0,0,0,0,0,0,
2562.0,0,0,0,0,0,0,0,
2566.0,0,0,0,0,0,0,0,
2570.0,0,0,0,0,0,0,0,
2574.0,0,0,0,0,0,0,0,
2578.0,0,0,0,0,0,0,0,
2582.0,0,0,0,0,0,0,0,
2586.0,0,0,0,0,0,0,0,
2590.0,0,0,0,0,0,0,0,
2594.0,0,0,0,0,0,0,0,
2598.0,0,0,0,0,0,0,0,
2602.0,0,0,0,0,0,0,0,
2606.0,0,0,0,0,0,0,0,
2610.0,0,0,0,0,0,0,0,
2614.0,0,0,0,0,0,0,0,
2618.0,0,0,0,0,0,0,0,
2622.0,0,0,0,0,0,0,0,
2626.0,0,0,0,0,0,0,0,
2630.0,0,0,0,0,0,0,0,
2634.0,0,0,0,0,0,0,0,
2638.0,0,0,0,0,0,0,0,
2642.0,0,0,0,0,0,0,0,
2646.0,0,0,0,0,0,0,0,
2650.0,0,0,0,0,0,0,0,
2654.0,0,0,0,0,0,0,0,
2658.0,0,0,0,0,0,0,0,
2662.0,0,0,0,0,0,0,0,
2666.0,0,0,0,0,0,0,0,
2670.0,0,0,0,0,0,0,0,
2674.0,0,0,0,0,0,0,0,
2678.0,0,0,0,0,0,0,0,
2682.0,0,0,0,0,0,0,0,
2686.0,0,0,0,0,0,0,0,
2690.0,0,0,0,0,0,0,0,
2694.0,0,0,0,0,0,0,0,
2698.0,0,0,0,0,0,0,0,
2702.0,0,0,0,0,0,0,0,
2706.0,0,0,0,0,0,0,0,
2710.0,0,0,0,0,0,0,0,
2714.0,0,0,0,0,0,0,0,
2718.0,0,0,0,0,0,0,0,
2722.0,0,0,0,0,0,0,0,
2726.0,0,0,0,0,0,0,0,
2730.0,0,0,0,0,0,0,0,
2734.0,0,0,0,0,0,0,0,
2738.0,0,0,0,0,0,0,0,
2742.0,0,0,0,0,0,0,0,
2746.0,0,0,0,0,0,0,0,
2750.0,0,0,0,0,0,0,0,
2754.0,0,0,0,0,0,0,0,
2758.0,0,0,0,0,0,0,0,
2762.0,0,0,0,0,0,0,0,
2766.0,0,0,0,0,0,0,0,
2770.0,0,0,0,0,0,0,0,
2774.0,0,0,0,0,0,0,0,
2778.0,0,0,0,0,0,0,0,
2782.0,0,0,0,0,0,0,0,
2786.0,0,0,0,0,0,0,0,
2790.0,0,0,0,0,0,0,0,
2794.0,0,0,0,0,0,0,0,
2798.0,0,0,0,0,0,0,0,
2802.0,0,0,0,0,0,0,0,
2806.0,0,0,0,0,0,0,0,
2810.0,0,0,0,0,0,0,0,
2814.0,0,0,0,0,0,0,0,
2818.0,0,0,0,0,0,0,0,
2822.0,0,0,0,0,0,0,0,
2826.0,0,0,0,0,0,0,0,
2830.0,0,0,0,0,0,0,0,
2834.0,0,0,0,0,0,0,0,
2838.0,0,0,0,0,0,0,0,
2842.0,0,0,0,0,0,0,0,
2846.0,0,0,0,0,0,0,0,
2850.0,0,0,0,0,0,0,0,
2854.0,0,0,0,0,0,0,0,
2858.0,0,0,0,0,0,0,0,
2862.0,0,0,0,0,0,0,0,
2866.0,0,0,0,0,0,0,0,
2870.0,0,0,0,0,0,0,0,
2874.0,0,0,0,0,0,0,0,
2878.0,0,0,0,0,0,0,0,
2882.0,0,0,0,0,0,0,0,
2886.0,0,0,0,0,0,0,0,
2890.0,0,0,0,0,0,0,0,
2894.0,0,0,0,0,0,0,0,
2898.0,0,0,0,0,0,0,0,
2902.0,0,0,0,0,0,0,0,
2906.0,0,0,0,0,0,0,0,
2910.0,0,0,0,0,0,0,0,
2914.0,0,0,0,0,0,0,0,
2918.0,0,0,0,0,0,0,0,
2922.0,0,0,0,0,0,0,0,
2926.0,0,0,0,0,0,0,0,
2930.0,0,0,0,0,0,0,0,
2934.0,0,0,0,0,0,0,0,
2938.0,0,0,0,0,0,0,0,
2942.0,0,0,0,0,0,0,0,
2946.0,0,0,0,0,0,0,0,
2950.0,0,0,0,0,0,0,0,
2954.0,0,0,0,0,0,0,0,
2958.0,0,0,0,0,0,0,0,
2962.0,0,0,0,0,0,0,0,
2966.0,0,0,0,0,0,0,0,
2970.0,0,0,0,0,0,0,0,
2974.0,0,0,0,0,0,0,0,
2978.0,0,0,0,0,0,0,0,
2982.0,0,0,0,0,0,0,0,
2986.0,0,0,0,0,0,0,0,
2990.0,0,0,0,0,0,0,0,
2994.0,0,0,0,0,0,0,0,
2998.0,0,0,0,0,0,0,0,
3002.0,0,0,0,0,0,0,0,
3006.0,0,0,0,0,0,0,0,
3010.0,0,0,0,0,0,0,0,
3014.0,0,0,0,0,0,0,0,
3018.0,0,0,0,0,0,0,0,
3022.0,0,0,0,0,0,0,0,
3026.0,0,0,0,0,0,0,0,
3030.0,0,0,0,0,0,0,0,
3034.0,0,0,0,0,0,0,0,
3038.0,0,0,0,0,0,0,0,
3042.0,0,0,0,0,0,0,0,
3046.0,0,0,0,0,0,0,0,
3050.0,0,0,0,0,0,0,0,
3054.0,0,0,0,0,0,0,0,
3058.0,0,0,0,0,0,0,0,
3062.0,0,0,0,0,0,0,0,
3066.0,0,0,0,0,0,0,0,
3070.0,0,0,0,0,0,0,0,
3074.0,0,0,0,0,0,0,0,
3078.0,0,0,0,0,0,0,0,
3082.0,0,0,0,0,0,0,0,
3086.0,0,0,0,0,0,0,0,
3090.0,0,0,0,0,0,0,0,
3094.0,0,0,0,0,0,0,0,
3098.0,0,0,0,0,0,0,0,
3102.0,0,0,0,0,0,0,0,
3106.0,0,0,0,0,0,0,0,
3110.0,0,0,0,0,0,0,0,
